Wall time,Step,Value
1717907637.7738745,156,0.21310000121593475
1717907648.5476174,313,0.25760000944137573
1717907659.3879275,470,0.2987000048160553
1717907670.4141052,627,0.32989999651908875
1717907681.4879127,784,0.35830000042915344
1717907692.5607398,941,0.3903000056743622
1717907703.7512133,1098,0.42100000381469727
1717907715.4076824,1255,0.45649999380111694
1717907727.019175,1412,0.4851999878883362
1717907738.9237978,1569,0.5188999772071838
1717907751.0386631,1726,0.5332000255584717
1717907762.8831124,1883,0.5572999715805054
1717907774.2080889,2040,0.5939000248908997
1717907785.633271,2197,0.5843999981880188
1717907797.3184083,2354,0.586899995803833
1717907808.7043505,2511,0.6406999826431274
1717907820.1716344,2668,0.6290000081062317
1717907831.7870338,2825,0.670799970626831
1717907843.5391874,2982,0.6899999976158142
1717907855.1450105,3139,0.7078999876976013
1717907866.9405932,3296,0.6791999936103821
1717907878.4948688,3453,0.7006000280380249
1717907890.419554,3610,0.7303000092506409
1717907901.5802233,3767,0.6496999859809875
1717907913.3233597,3924,0.7530999779701233
1717907924.6345932,4081,0.7179999947547913
1717907936.2857597,4238,0.7497000098228455
1717907947.7541063,4395,0.7713000178337097
1717907959.6607754,4552,0.7890999913215637
1717907971.5502167,4709,0.7605000138282776
1717907983.4088616,4866,0.8016999959945679
1717907995.1487672,5023,0.8069000244140625
1717908006.7051866,5180,0.8061000108718872
1717908018.7767968,5337,0.7840999960899353
1717908030.557218,5494,0.7581999897956848
1717908042.1864378,5651,0.7609999775886536
1717908053.9780731,5808,0.8108999729156494
1717908065.7471583,5965,0.7810999751091003
1717908077.5528314,6122,0.7857000231742859
1717908089.4950962,6279,0.8108999729156494
1717908101.0330162,6436,0.758400022983551
1717908113.6060264,6593,0.8094000220298767
1717908126.2220917,6750,0.8345999717712402
1717908139.7302525,6907,0.8306000232696533
1717908152.962079,7064,0.8101000189781189
1717908166.167268,7221,0.8443999886512756
1717908179.3782718,7378,0.8216000199317932
1717908192.7018445,7535,0.8551999926567078
1717908206.2023082,7692,0.8424000144004822
1717908219.61045,7849,0.8511000275611877
1717908232.5993834,8006,0.7957000136375427
1717908245.9610412,8163,0.8352000117301941
1717908259.044911,8320,0.8215000033378601
1717908272.3644207,8477,0.843500018119812
1717908285.4280782,8634,0.835099995136261
1717908298.6249928,8791,0.8429999947547913
1717908311.9567602,8948,0.8059999942779541
1717908325.2728825,9105,0.8555999994277954
1717908338.6445565,9262,0.8435999751091003
1717908351.8023782,9419,0.8610000014305115
1717908365.131929,9576,0.8648999929428101
1717908378.4851794,9733,0.8557999730110168
1717908391.806274,9890,0.8536999821662903
1717908405.2308476,10047,0.8610000014305115
1717908418.4830706,10204,0.8503000140190125
1717908432.015628,10361,0.8596000075340271
1717908445.0861983,10518,0.861299991607666
1717908458.429281,10675,0.8691999912261963
1717908471.7571342,10832,0.8701000213623047
1717908484.924599,10989,0.8697999715805054
1717908498.1464307,11146,0.8708000183105469
1717908511.7215028,11303,0.871399998664856
1717908525.140098,11460,0.8695999979972839
1717908538.8165934,11617,0.8719000220298767
1717908552.0307238,11774,0.8725000023841858
1717908565.5432603,11931,0.8723000288009644
1717908578.7102602,12088,0.8730999827384949
1717908592.0883772,12245,0.8720999956130981
1717908605.5145473,12402,0.873199999332428
1717908619.032327,12559,0.8740000128746033
1717908632.530214,12716,0.873199999332428
1717908645.9464417,12873,0.8748999834060669
1717908659.1289206,13030,0.8722000122070312
1717908672.6000504,13187,0.8730000257492065
1717908685.7892761,13344,0.8727999925613403
1717908699.1306956,13501,0.8727999925613403
1717908712.331131,13658,0.8745999932289124
1717908725.6802292,13815,0.8737999796867371
1717908739.1086526,13972,0.8737000226974487
1717908752.6358476,14129,0.8744000196456909
1717908765.6212413,14286,0.8738999962806702
1717908778.7952194,14443,0.871399998664856
1717908792.058654,14600,0.871999979019165
1717908805.4664469,14757,0.8720999956130981
1717908818.6303818,14914,0.8722000122070312
1717908832.0153024,15071,0.8727999925613403
1717908845.266065,15228,0.8715000152587891
1717908858.3102305,15385,0.8705000281333923
1717908871.5165112,15542,0.8719000220298767
1717908884.9593816,15699,0.8694999814033508
