1717452353.4857295,628000,0.949999988079071
1717468156.9807808,785000,0.9526000022888184
1717483073.5207286,942000,0.9528999924659729
1717497002.1170404,1099000,0.9524000287055969
1717519809.092416,1413000,0.9510999917984009
1717529928.0803823,1570000,0.9531999826431274
1717275946.8502226,0,0.09000000357627869
1717277155.6527848,15600,0.9399038553237915
1717277794.4888284,7800,0.9297876358032227
1717280344.7737043,31200,0.9469150900840759
1717281412.217602,46800,0.950120210647583
1717287487.1825345,4992,0.9256811141967773
1717287326.0332618,2496,0.9005408883094788
1717287435.1964054,1248,0.8598757982254028
1717287497.9620597,624,0.78125
1717294448.3888602,93600,0.952223539352417
1717297730.0038366,140400,0.9513221383094788
1717313128.5248678,204100,0.954200029373169
1717377742.4925907,471000,0.9502999782562256
1717369489.4817483,345400,0.9520000219345093
