Wall time,Step,Value
1717910850.023044,156,0.5853000283241272
1717910861.3539777,313,0.6283000111579895
1717910872.655866,470,0.7348999977111816
1717910883.6837819,627,0.7081000208854675
1717910894.7987545,784,0.7839000225067139
1717910906.0700552,941,0.7835999727249146
1717910917.4036076,1098,0.7918000221252441
1717910929.1342487,1255,0.7674999833106995
1717910941.0146635,1412,0.7985000014305115
1717910953.289873,1569,0.8306000232696533
1717910965.869963,1726,0.8450000286102295
1717910978.4313438,1883,0.8547000288963318
1717910991.0828187,2040,0.6604999899864197
1717911003.7297187,2197,0.8611999750137329
1717911016.4179885,2354,0.8292999863624573
1717911029.0172875,2511,0.8755999803543091
1717911041.3782039,2668,0.8112999796867371
1717911054.0571973,2825,0.8269000053405762
1717911066.650637,2982,0.8510000109672546
1717911079.1750798,3139,0.8159999847412109
1717911091.861557,3296,0.8435999751091003
1717911104.7618458,3453,0.8881999850273132
1717911117.5699599,3610,0.8569999933242798
1717911130.0859888,3767,0.7333999872207642
1717911142.5961995,3924,0.8845000267028809
1717911155.1659272,4081,0.8216000199317932
1717911167.7440825,4238,0.8784999847412109
1717911180.181745,4395,0.8267999887466431
1717911193.0962956,4552,0.8544999957084656
1717911205.6415641,4709,0.7836999893188477
1717911218.4883249,4866,0.8384000062942505
1717911231.1625204,5023,0.7174000144004822
1717911243.6852276,5180,0.9059000015258789
1717911256.336307,5337,0.8948000073432922
1717911268.9186702,5494,0.9028000235557556
1717911281.620079,5651,0.8675000071525574
1717911293.99236,5808,0.8683000206947327
1717911306.8382788,5965,0.8877999782562256
1717911319.5086303,6122,0.9060999751091003
1717911332.081235,6279,0.9114999771118164
1717911344.705939,6436,0.8134999871253967
1717911357.2747529,6593,0.90420001745224
1717911369.7451713,6750,0.9045000076293945
1717911382.188688,6907,0.9143000245094299
1717911394.679785,7064,0.8723999857902527
1717911407.3626487,7221,0.9164999723434448
1717911420.1935594,7378,0.907800018787384
1717911432.7660012,7535,0.9157999753952026
1717911445.4092226,7692,0.9114999771118164
1717911458.4030638,7849,0.8899000287055969
1717911470.9847975,8006,0.906000018119812
1717911483.3623784,8163,0.8916000127792358
1717911496.070395,8320,0.9086999893188477
1717911508.7245276,8477,0.8632000088691711
1717911521.703405,8634,0.9121000170707703
1717911534.2151444,8791,0.9246000051498413
1717911546.6729305,8948,0.8883000016212463
1717911559.5498059,9105,0.9093999862670898
1717911572.0521064,9262,0.892799973487854
1717911584.5287125,9419,0.8808000087738037
1717911597.1988733,9576,0.923799991607666
1717911609.9280636,9733,0.9210000038146973
1717911622.6415508,9890,0.9239000082015991
1717911635.0972877,10047,0.9251999855041504
1717911648.069558,10204,0.8858000040054321
1717911660.6524036,10361,0.9217000007629395
1717911673.3982205,10518,0.9264000058174133
1717911685.6797504,10675,0.9222999811172485
1717911698.355742,10832,0.9067000150680542
1717911711.5052671,10989,0.925599992275238
1717911723.8898182,11146,0.9241999983787537
1717911735.2533386,11303,0.9244999885559082
1717911746.5097404,11460,0.9232000112533569
1717911757.9908211,11617,0.9258000254631042
1717911769.6441247,11774,0.9264000058174133
1717911781.0971863,11931,0.9276999831199646
1717911792.6270804,12088,0.9247999787330627
1717911803.9004786,12245,0.923799991607666
1717911814.9893558,12402,0.9273999929428101
1717911825.8731554,12559,0.9275000095367432
1717911836.8203518,12716,0.9244999885559082
1717911847.5987556,12873,0.9246000051498413
1717911858.5366137,13030,0.9248999953269958
1717911869.408845,13187,0.9240999817848206
1717911880.3321247,13344,0.9251000285148621
1717911891.0752819,13501,0.9239000082015991
1717911901.8459728,13658,0.925599992275238
1717911912.7986615,13815,0.9257000088691711
1717911923.5279193,13972,0.9247000217437744
1717911934.424718,14129,0.9251999855041504
1717911945.1016328,14286,0.9244999885559082
1717911955.9785285,14443,0.9248999953269958
1717911967.417047,14600,0.9254000186920166
1717911978.0418668,14757,0.9248999953269958
1717911989.01945,14914,0.9243000149726868
1717912000.2441962,15071,0.9251999855041504
1717912011.3066785,15228,0.9243000149726868
1717912022.4809937,15385,0.92330002784729
1717912033.3378677,15542,0.9247000217437744
1717912044.3948934,15699,0.9226999878883362
