Wall time,Step,Value
1717383396.9558282,156,0.44679999351501465
1717383411.0068874,313,0.504800021648407
1717383425.2290342,470,0.5529999732971191
1717383439.1826963,627,0.5796999931335449
1717383453.1325216,784,0.6345999836921692
1717383467.3168874,941,0.6388999819755554
1717383481.3584905,1098,0.6850000023841858
1717383495.235074,1255,0.7041000127792358
1717383509.2797728,1412,0.6937000155448914
1717383523.0308068,1569,0.7261000275611877
1717383536.7619472,1726,0.7271000146865845
1717383550.4213526,1883,0.7616999745368958
1717383564.2498505,2040,0.7742000222206116
1717383577.8527555,2197,0.7437999844551086
1717383591.2925286,2354,0.7465999722480774
1717383604.1189897,2511,0.7946000099182129
1717383617.100522,2668,0.763700008392334
1717383629.9810905,2825,0.7059999704360962
1717383642.9619982,2982,0.6988999843597412
1717383656.0285013,3139,0.7872999906539917
1717383669.0673587,3296,0.7562000155448914
1717383682.138324,3453,0.8094000220298767
1717383695.2272067,3610,0.7473000288009644
1717383708.0959823,3767,0.7303000092506409
1717383721.0756598,3924,0.8126999735832214
1717383734.259549,4081,0.782800018787384
1717383747.168778,4238,0.8058000206947327
1717383760.2789028,4395,0.7585999965667725
1717383773.1328864,4552,0.7892000079154968
1717383786.1237123,4709,0.8309000134468079
1717383799.0275295,4866,0.8047999739646912
1717383812.0555003,5023,0.8203999996185303
1717383825.0705621,5180,0.7993000149726868
1717383837.94052,5337,0.8587999939918518
1717383850.9576685,5494,0.8476999998092651
1717383863.801549,5651,0.8260999917984009
1717383876.6505854,5808,0.8206999897956848
1717383889.504878,5965,0.853600025177002
1717383902.6135786,6122,0.8691999912261963
1717383915.389239,6279,0.847599983215332
1717383928.294463,6436,0.8435999751091003
1717383941.2016282,6593,0.8589000105857849
1717383954.0238483,6750,0.8734999895095825
1717383966.985422,6907,0.8442999720573425
1717383979.8877468,7064,0.8766999840736389
1717383992.9366636,7221,0.8547999858856201
1717384005.7434506,7378,0.8809000253677368
1717384018.696419,7535,0.8794000148773193
1717384031.4764137,7692,0.8834999799728394
1717384044.3623383,7849,0.8752999901771545
1717384057.3422208,8006,0.8722000122070312
1717384070.3989475,8163,0.8586999773979187
1717384083.3760226,8320,0.8805000185966492
1717384096.318548,8477,0.8748999834060669
1717384109.3577046,8634,0.8780999779701233
1717384122.23073,8791,0.8895000219345093
1717384134.9718392,8948,0.8809999823570251
1717384148.1445968,9105,0.8867999911308289
1717384160.9955637,9262,0.8937000036239624
1717384173.7488704,9419,0.9010000228881836
1717384186.8130345,9576,0.9046000242233276
1717384199.7539647,9733,0.9056000113487244
1717384212.8098302,9890,0.8992999792098999
1717384225.7346716,10047,0.9046000242233276
1717384238.404267,10204,0.9021999835968018
1717384251.16795,10361,0.902400016784668
1717384264.1936867,10518,0.9103000164031982
1717384277.0240986,10675,0.9014999866485596
1717384289.9545646,10832,0.9081000089645386
1717384302.6835718,10989,0.9083999991416931
1717384315.8946817,11146,0.9074000120162964
1717384328.747638,11303,0.9157000184059143
1717384341.635011,11460,0.9089999794960022
1717384354.7006807,11617,0.9207000136375427
1717384367.5310676,11774,0.9143000245094299
1717384380.3932364,11931,0.9128999710083008
1717384393.4035747,12088,0.9200999736785889
1717384406.4219472,12245,0.9193999767303467
1717384419.3597357,12402,0.920199990272522
1717384432.1147037,12559,0.9276000261306763
1717384444.9551876,12716,0.9241999983787537
1717384457.8883555,12873,0.926800012588501
1717384470.8049574,13030,0.9275000095367432
1717384483.9065266,13187,0.9269999861717224
1717384496.5583982,13344,0.9301999807357788
1717384509.399259,13501,0.930400013923645
1717384522.1893988,13658,0.9273999929428101
1717384535.268383,13815,0.929099977016449
1717384548.304433,13972,0.9297000169754028
1717384561.0631783,14129,0.9314000010490417
1717384573.775899,14286,0.932200014591217
1717384586.8157327,14443,0.9323999881744385
1717384599.8472123,14600,0.9350000023841858
1717384612.8675587,14757,0.9330999851226807
1717384626.0656931,14914,0.9337999820709229
1717384639.0220296,15071,0.9340999722480774
1717384652.214562,15228,0.934499979019165
1717384665.2357776,15385,0.9340999722480774
1717384678.0673916,15542,0.9341999888420105
1717384690.9600167,15699,0.9341999888420105
