Wall time,Step,Value
1717393578.8647602,156,0.3939000070095062
1717393592.186672,313,0.4722999930381775
1717393606.1558497,470,0.5113000273704529
1717393620.1187348,627,0.541100025177002
1717393633.949766,784,0.5982999801635742
1717393648.1829627,941,0.5767999887466431
1717393662.5201182,1098,0.6391000151634216
1717393676.921628,1255,0.6624000072479248
1717393691.3491142,1412,0.6409000158309937
1717393705.8781853,1569,0.6650999784469604
1717393720.2869644,1726,0.6557999849319458
1717393734.3145761,1883,0.651199996471405
1717393748.6641748,2040,0.7322999835014343
1717393763.0226748,2197,0.78329998254776
1717393777.423295,2354,0.6775000095367432
1717393791.657619,2511,0.7914999723434448
1717393806.0337737,2668,0.7135000228881836
1717393820.1578338,2825,0.661899983882904
1717393834.5932288,2982,0.6704000234603882
1717393849.034084,3139,0.7915999889373779
1717393863.3588507,3296,0.7333999872207642
1717393877.842106,3453,0.7026000022888184
1717393891.9742315,3610,0.6478000283241272
1717393906.3649428,3767,0.7073000073432922
1717393920.765874,3924,0.7354999780654907
1717393935.0983663,4081,0.7700999975204468
1717393949.2242608,4238,0.711899995803833
1717393963.4883902,4395,0.7109000086784363
1717393977.6520998,4552,0.7749000191688538
1717393991.958341,4709,0.786899983882904
1717394006.2453315,4866,0.7318999767303467
1717394020.2844625,5023,0.8166000247001648
1717394034.6522708,5180,0.8050000071525574
1717394049.0550444,5337,0.8219000101089478
1717394063.3856657,5494,0.803600013256073
1717394077.571784,5651,0.616599977016449
1717394091.8069491,5808,0.7390000224113464
1717394106.3314433,5965,0.7505000233650208
1717394120.613271,6122,0.8032000064849854
1717394134.9812176,6279,0.8101000189781189
1717394149.2872174,6436,0.7325000166893005
1717394163.397487,6593,0.8165000081062317
1717394177.6923513,6750,0.830299973487854
1717394191.9172041,6907,0.8481000065803528
1717394206.2185633,7064,0.8422999978065491
1717394220.664077,7221,0.8468000292778015
1717394234.919626,7378,0.7601000070571899
1717394249.2569728,7535,0.8015000224113464
1717394263.8342617,7692,0.8299000263214111
1717394278.0506012,7849,0.7689999938011169
1717394292.6582122,8006,0.8216000199317932
1717394306.920542,8163,0.8037999868392944
1717394321.251874,8320,0.824400007724762
1717394335.6160963,8477,0.8517000079154968
1717394349.9365234,8634,0.8145999908447266
1717394364.2887332,8791,0.8481000065803528
1717394378.913375,8948,0.7944999933242798
1717394393.1985307,9105,0.821399986743927
1717394407.4944568,9262,0.859000027179718
1717394421.698943,9419,0.8648999929428101
1717394435.9178479,9576,0.8575000166893005
1717394450.3958802,9733,0.8429999947547913
1717394464.9869075,9890,0.8823000192642212
1717394479.7041054,10047,0.8898000121116638
1717394494.0870209,10204,0.8410000205039978
1717394508.6043687,10361,0.8634999990463257
1717394522.9052615,10518,0.8755999803543091
1717394537.2567816,10675,0.8776999711990356
1717394551.5392122,10832,0.8934999704360962
1717394565.6464324,10989,0.8727999925613403
1717394579.9718666,11146,0.896399974822998
1717394594.3636417,11303,0.8876000046730042
1717394608.4921052,11460,0.89410001039505
1717394622.8248866,11617,0.9000999927520752
1717394638.0083168,11774,0.907800018787384
1717394652.5212646,11931,0.9088000059127808
1717394666.816942,12088,0.8978999853134155
1717394681.299747,12245,0.9031999707221985
1717394695.4862516,12402,0.9088000059127808
1717394709.9103267,12559,0.914900004863739
1717394724.2307184,12716,0.9107000231742859
1717394738.2230017,12873,0.9240000247955322
1717394752.684806,13030,0.9200000166893005
1717394766.9389696,13187,0.9275000095367432
1717394781.166616,13344,0.9282000064849854
1717394795.5931733,13501,0.9337000250816345
1717394809.8498316,13658,0.9362999796867371
1717394824.2198653,13815,0.9343000054359436
1717394838.5619419,13972,0.9370999932289124
1717394852.828182,14129,0.9372000098228455
1717394867.2874837,14286,0.9394000172615051
1717394881.6948128,14443,0.9399999976158142
1717394896.2454703,14600,0.9401999711990356
1717394910.4760745,14757,0.9422000050544739
1717394924.8166325,14914,0.9412000179290771
1717394939.1492825,15071,0.9441999793052673
1717394953.459818,15228,0.9434999823570251
1717394967.7954109,15385,0.9424999952316284
1717394982.4003856,15542,0.9427000284194946
1717394996.6628673,15699,0.9423999786376953
